URL,ID,Name,Trade Name,Address Name,Postalcode,City,State,Country,Location type
https://www.info-clipper.com/en/company/united-kingdom/parlophone-records-limited.gbd3kp6de.html,22,PARLOPHONE RECORDS LIMITED,E M I COMPACT DISK (U K),90 High Holborn,              WC1V 6XX,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
https://www.info-clipper.com/en/company/italy/hermes-italie-spa.itd77bc5u.html,23,HERMES ITALIE SPA,,VIA GASTONE PISONI 2,              20121,MILANO,ITALY,ITALY,Headquarter
https://www.info-clipper.com/en/company/estonia/astel-garden-group-ou.eedbcyj27.html,24,ASTEL GARDEN GROUP OU,,Veski poik 3,              75301,"Assaku alevik, Rae vald",ESTONIA,ESTONIA,Headquarter
https://www.info-clipper.com/en/company/united-states/mgm-holdings-inc.usd37hfmo.html,25,"MGM HOLDINGS, INC.",M G M,245 N BEVERLY DR,              902105319,BEVERLY HILLS,California(CA),UNITED STATES,Headquarter
https://www.info-clipper.com/en/company/united-kingdom/precisely-europe-software-and-data-limited.gbd3qggvf.html,26,PRECISELY EUROPE SOFTWARE AND DATA LIMITED,,"3rd Floor The Pinnacle, 20 Tudor Road",              RG1 1NH,READING,UNITED KINGDOM,UNITED KINGDOM,Headquarter
https://www.info-clipper.com/en/company/italy/groupama-asset-management-societa-di-gestione-del-risparmio-spa.itd78cfp6.html,27,GROUPAMA ASSET MANAGEMENT SOCIETA' DI GESTIONE DEL RISPARMIO SPA,,VIA DI SANTA TERESA 35,              00198,ROMA,ITALY,ITALY,Headquarter
https://www.info-clipper.com/en/company/estonia/abc-garden-ou.eed8vdhlz.html,28,ABC GARDEN OU,,Variku tee 6-1,              11911,Tallinn,ESTONIA,ESTONIA,Headquarter
https://www.info-clipper.com/en/company/united-states/amphenol-pcd-inc.usdddbqjk.html,29,"AMPHENOL PCD, INC.",,72 CHERRY HILL DR STE 2,              019151045,BEVERLY,Massachusetts(MA),UNITED STATES,Headquarter
https://www.info-clipper.com/en/company/united-kingdom/ice-data-services-europe-limited.gbd4tydww.html,30,ICE DATA SERVICES EUROPE LIMITED,,Milton Gate 60 Chiswell Street,              EC1Y 4SA,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
https://www.info-clipper.com/en/company/italy/groupama-asset-management-sa-succursale-italiana.itd7bigs9.html,31,GROUPAMA ASSET MANAGEMENT SA SUCCURSALE ITALIANA,,VIA DI SANTA TERESA 35,              00198,ROMA,ITALY,ITALY,Single address
https://www.info-clipper.com/en/company/estonia/brandgate-group-ou.eed9crrp0.html,32,BRANDGATE GROUP OU,,Erika tn 14,              10416,Tallinn,ESTONIA,ESTONIA,Headquarter
https://www.info-clipper.com/en/company/united-states/speedcast-communications-inc.usdffpvt.html,33,"SPEEDCAST COMMUNICATIONS, INC.",,4400 S SAM HOUSTON PKWY E,              770485902,HOUSTON,Texas(TX),UNITED STATES,Headquarter
https://www.info-clipper.com/en/company/united-kingdom/ohme-operations-uk-limited.gbd3py8l4.html,34,OHME OPERATIONS UK LIMITED,,"Seventh Floor Wellington House, 125-130 Strand",              WC2R 0AP,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
https://www.info-clipper.com/en/company/italy/weg-automation-europe-srl.itd79r8y1.html,35,WEG AUTOMATION EUROPE SRL,,VIA GIOSUE' CARDUCCI 24,              21040,GERENZANO,ITALY,ITALY,Headquarter
https://www.info-clipper.com/en/company/estonia/aurum-ou.eedao69xw.html,36,AURUM OU,,Kullassepa tn 4,              10146,Tallinn,ESTONIA,ESTONIA,Single address
https://www.info-clipper.com/en/company/united-states/msb-aerospace-llc.usd1m7f7i.html,37,MSB AEROSPACE LLC,,7001 CHATHAM CENTER DRIVE STE 300,              314051373,SAVANNAH,Georgia(GA),UNITED STATES,Single address
https://www.info-clipper.com/en/company/united-kingdom/garnet-uk-7-new-limited.gbd3qnj0a.html,38,GARNET UK 7 NEW LIMITED,,"2nd Floor Kingsbourne House, 229-231 High Holborn",              WC1V 7DA,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
https://www.info-clipper.com/en/company/italy/limonta-spa.itd72vicb.html,39,LIMONTA SPA,,VIA CESARE BATTISTI 15,              23845,COSTA MASNAGA,ITALY,ITALY,Headquarter
https://www.info-clipper.com/en/company/estonia/bolt-technology-ou.eed8d5oj6.html,40,BOLT TECHNOLOGY OU,,Vana-Louna tn 15,              10134,Tallinn,ESTONIA,ESTONIA,Headquarter
https://www.info-clipper.com/en/company/united-states/apple-inc.usd10543w.html,41,APPLE INC.,,1 APPLE PARK WAY,              950140642,CUPERTINO,California(CA),UNITED STATES,Headquarter
https://www.info-clipper.com/en/company/united-kingdom/subsea-7-limited.gbd70flwz.html,42,SUBSEA 7 (UK SERVICE COMPANY) LIMITED,,40 Brighton Road,              SM2 5BN,SUTTON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
https://www.info-clipper.com/en/company/italy/comitalia-compagnia-fiduciaria-srl-in-forma-abbreviato-comitalia-srl.itd74o1p3.html,43,COMITALIA COMPAGNIA FIDUCIARIA SRL IN FORMA ABBREVIATO COMITALIA SRL,,CORSO GIUSEPPE GARIBALDI 49,              20121,MILANO,ITALY,ITALY,Headquarter
https://www.info-clipper.com/en/company/estonia/game-machine-ou.eed604i0t.html,44,GAME MACHINE OU,,Ravala pst 8,              10143,Tallinn,ESTONIA,ESTONIA,Headquarter
https://www.info-clipper.com/en/company/united-states/aria-resort-casino-llc.usdbph8k.html,45,"ARIA RESORT & CASINO, LLC",,3730 LAS VEGAS BLVD S,              891584300,LAS VEGAS,Nevada(NV),UNITED STATES,Single address
https://www.info-clipper.com/en/company/united-kingdom/cgnu-life-assurance-limited.gbd3h3iz6.html,46,CGNU LIFE ASSURANCE LIMITED,Aviva,2 Rougier Street,              YO90 1UU,YORK,UNITED KINGDOM,UNITED KINGDOM,Headquarter
https://www.info-clipper.com/en/company/italy/hearst-magazines-italia-spa.itd79q0ji.html,47,HEARST MAGAZINES ITALIA SPA,,VIA ROBERTO BRACCO 6,              20159,MILANO,ITALY,ITALY,Headquarter
https://www.info-clipper.com/en/company/estonia/milworks-ou.eed604b6u.html,48,MILWORKS OU,,Sarruse tn 3,              13816,Tallinn,ESTONIA,ESTONIA,Single address
https://www.info-clipper.com/en/company/united-states/take-two-interactive-software-inc.usddpyy07.html,49,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",TAKE-TWO,110 W 44TH ST,              100364011,NEW YORK,New York(NY),UNITED STATES,Headquarter
https://www.info-clipper.com/en/company/united-kingdom/aviva-international-holdings-limited.gbd6klfvb.html,50,AVIVA INTERNATIONAL HOLDINGS LIMITED,Aviva,St Helens 1 Undershaft,              EC3P 3DQ,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
https://www.info-clipper.com/en/company/italy/lafeltrinelli-internet-bookshop-srl.itd5lhlbs.html,51,LAFELTRINELLI INTERNET BOOKSHOP SRL,,VIA TUCIDIDE 56,              20134,MILANO,ITALY,ITALY,Headquarter
https://www.info-clipper.com/en/company/estonia/bolt-operations-ou.eed8vcqq5.html,52,BOLT OPERATIONS OU,,Vana-Louna tn 15,              10134,Tallinn,ESTONIA,ESTONIA,Headquarter
https://www.info-clipper.com/en/company/united-states/ril-usa-inc.usddqp4nj.html,53,RIL USA INC.,,2050 W SAM HOUSTON PKWY S STE 1400,              770423673,HOUSTON,Texas(TX),UNITED STATES,Single address
https://www.info-clipper.com/en/company/united-kingdom/leonis-productions-limited.gbd3qhdaq.html,54,LEONIS PRODUCTIONS LIMITED,,10 Orange Street,              WC2H 7DQ,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
https://www.info-clipper.com/en/company/italy/caseifici-granterre-spa.itd77i39a.html,55,CASEIFICI GRANTERRE SPA,,VIA POLONIA 30/33,              41122,MODENA,ITALY,ITALY,Headquarter
https://www.info-clipper.com/en/company/estonia/b-bus-ou.eed8vcsxg.html,56,B-BUS OU,,Narva mnt 5,              10117,Tallinn,ESTONIA,ESTONIA,Single address
https://www.info-clipper.com/en/company/united-states/novelis-inc.usdfxhz03.html,57,NOVELIS INC.,,3560 LENOX RD STE 2000,              303264271,ATLANTA,Georgia(GA),UNITED STATES,Headquarter
https://www.info-clipper.com/en/company/united-kingdom/rubies-masquerade-company-limited.gbd3vyxt5.html,58,RUBIE'S MASQUERADE COMPANY (UK) LIMITED,,Universal House Pennywell Road,              BS5 0ER,BRISTOL,UNITED KINGDOM,UNITED KINGDOM,Headquarter
https://www.info-clipper.com/en/company/italy/cohotel-srl.itd7byuk1.html,59,COHOTEL SRL,,VIA PALERMO 67,              00184,ROMA,ITALY,ITALY,Single address
https://www.info-clipper.com/en/company/estonia/luminor-bank-as.eed9crwlr.html,60,LUMINOR BANK AS,,Liivalaia tn 45,              10145,Tallinn,ESTONIA,ESTONIA,Headquarter
https://www.info-clipper.com/en/company/united-states/banana-republic-llc.usd1khnvu.html,61,"BANANA REPUBLIC, LLC",,2 FOLSOM ST 2B,              941051205,SAN FRANCISCO,California(CA),UNITED STATES,Headquarter
https://www.info-clipper.com/en/company/united-kingdom/heathrow-airport-limited.gbd4wm7c3.html,62,HEATHROW AIRPORT LIMITED,Heathrow,"The Compass Centre Nelson Road, London Heathrow Airport",              TW6 2GW,HOUNSLOW,UNITED KINGDOM,UNITED KINGDOM,Headquarter
https://www.info-clipper.com/en/company/italy/filmmaster-productions-spa.itd73bo3d.html,63,FILMMASTER PRODUCTIONS SPA,,VIA GIOVANNI BETTOLO 6,              00195,ROMA (ST. DOTT. AMERIGO CASAMONTI ),ITALY,ITALY,Headquarter
https://www.info-clipper.com/en/company/estonia/tallink-as.eed626xgr.html,64,TALLINK AS,,Sadama tn 5,              10111,Tallinn,ESTONIA,ESTONIA,Headquarter
https://www.info-clipper.com/en/company/united-states/bartec-us-corporation.usdejtnwp.html,65,BARTEC US CORPORATION,,650 CENTURY PLAZA DR STE D120,              770736135,HOUSTON,Texas(TX),UNITED STATES,Single address
https://www.info-clipper.com/en/company/united-kingdom/heathrow-airport-holdings-limited.gbd5s5hj7.html,66,HEATHROW AIRPORT HOLDINGS LIMITED,HEATHROW,"The Compass Centre Nelson Road, London Heathrow Airport",              TW6 2GW,HOUNSLOW,UNITED KINGDOM,UNITED KINGDOM,Headquarter
https://www.info-clipper.com/en/company/italy/artsana-spa.itd72uzaw.html,67,ARTSANA SPA,PRENATAL,VIA FILOMENA SALDARINI CATELLI 1,              22070,GRANDATE,ITALY,ITALY,Headquarter
https://www.info-clipper.com/en/company/estonia/tallink-grupp-as.eedao5lpi.html,68,TALLINK GRUPP AS,,Sadama tn 5,              10111,Tallinn,ESTONIA,ESTONIA,Headquarter
https://www.info-clipper.com/en/company/united-states/gannett-media-corp.usd1bjagp.html,69,GANNETT MEDIA CORP.,,7950 JONES BRANCH DR,              221023265,MC LEAN,Virginia(VA),UNITED STATES,Headquarter
https://www.info-clipper.com/en/company/united-kingdom/sse-contracting-group-limited.gbd8copll.html,70,SSE CONTRACTING GROUP LIMITED,,55 Vastern Road,              RG1 8BU,READING,UNITED KINGDOM,UNITED KINGDOM,Headquarter
https://www.info-clipper.com/en/company/italy/prenatal-spa.itd72tseq.html,71,PRENATAL SPA,,VIA AGOSTINO BERTANI 6,              20154,MILANO,ITALY,ITALY,Headquarter
https://www.info-clipper.com/en/company/estonia/top-connect-ou.eed8unvvo.html,72,TOP CONNECT OU,,Vaike-Paala tn 1,              11415,Tallinn,ESTONIA,ESTONIA,Headquarter
https://www.info-clipper.com/en/company/united-states/hartford-financial-services-group-inc-the.usdd0lzd1.html,73,"HARTFORD FINANCIAL SERVICES GROUP, INC., THE",,1 HARTFORD PLZ,              061550001,HARTFORD,Connecticut(CT),UNITED STATES,Headquarter
https://www.info-clipper.com/en/company/united-kingdom/sse-renewables-limited.gbd3m6s61.html,74,SSE RENEWABLES LIMITED,,Inveralmond House 200 Dunkeld Road,              PH1 3AQ,PERTH,UNITED KINGDOM,UNITED KINGDOM,Headquarter
https://www.info-clipper.com/en/company/italy/segretariato-generale-della-presidenza-della-repubblica.itdau24gz.html,75,SEGRETARIATO GENERALE DELLA PRESIDENZA DELLA REPUBBLICA,,VIA DELLA DATARIA 96,              00187,ROMA,ITALY,ITALY,Headquarter
https://www.info-clipper.com/en/company/estonia/pontos-baltic-as.eedanofin.html,76,PONTOS BALTIC AS,,Viru valjak 4,              10111,Tallinn,ESTONIA,ESTONIA,Headquarter
https://www.info-clipper.com/en/company/united-states/lns-america-inc.usd1x76ih.html,77,"L.N.S. AMERICA, INC.",,4621 E TECH DR,              452451044,CINCINNATI,Ohio(OH),UNITED STATES,Headquarter
https://www.info-clipper.com/en/company/united-kingdom/wec-lines-uk-limited.gbd3q003e.html,78,W.E.C. LINES UK LIMITED,,"Unit 1 Orwell House, Ferry Lane",              IP11 3QL,FELIXSTOWE,UNITED KINGDOM,UNITED KINGDOM,Single address
https://www.info-clipper.com/en/company/italy/prelios-societa-di-gestione-del-risparmio-spa.itd7ctfz9.html,79,PRELIOS SOCIETA' DI GESTIONE DEL RISPARMIO SPA,PRELIOS SGR,VIA VALTELLINA 15/17,              20159,MILANO,ITALY,ITALY,Headquarter
https://www.info-clipper.com/en/company/estonia/sandmani-grupi-as.eed898jkc.html,80,SANDMANI GRUPI AS,,Laki poik 6,              12918,Tallinn,ESTONIA,ESTONIA,Headquarter
https://www.info-clipper.com/en/company/united-kingdom/hartree-partners-power-gas-company-limited.gbd3opjyw.html,82,HARTREE PARTNERS POWER & GAS COMPANY (UK) LIMITED,,"2nd Floor West Building, 100 Victoria Street Cardinal Place",              SW1E 5JL,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
https://www.info-clipper.com/en/company/italy/prelios-spa.itd7691h7.html,83,PRELIOS SPA,,VIA VALTELLINA 15/17,              20159,MILANO,ITALY,ITALY,Headquarter
https://www.info-clipper.com/en/company/estonia/prfoods-as.eed9co32f.html,84,PRFOODS AS,,Parnu mnt 141,              11314,Tallinn,ESTONIA,ESTONIA,Headquarter
https://www.info-clipper.com/en/company/united-states/cnx-resources-corporation.usdd0kbko.html,85,CNX RESOURCES CORPORATION,,1000 CONSOL ENERGY DR STE 400,              153176506,CANONSBURG,Pennsylvania(PA),UNITED STATES,Headquarter
https://www.info-clipper.com/en/company/united-kingdom/computershare-trustees-limited.gbd3liwyk.html,86,COMPUTERSHARE TRUSTEES (JERSEY) LIMITED,,Queensway House Hilgrove Street,              JE1 1ES,JERSEY,UNITED KINGDOM,UNITED KINGDOM,Single address
https://www.info-clipper.com/en/company/italy/buti-holding-srl.itd7b8wkp.html,87,BUTI HOLDING SRL,,VIA EUROPA 7,              24069,CENATE SOTTO,ITALY,ITALY,Headquarter
https://www.info-clipper.com/en/company/estonia/schneider-electric-eesti-as.eedao7t44.html,88,SCHNEIDER ELECTRIC EESTI AS,,Parnu mnt 139e/2,              11317,Tallinn,ESTONIA,ESTONIA,Single address
https://www.info-clipper.com/en/company/united-states/one-rock-capital-partners-llc.usddqgwx3.html,89,"ONE ROCK CAPITAL PARTNERS, LLC",,30 ROCKEFELLER PLZ 54TH FL,              101125403,NEW YORK,New York(NY),UNITED STATES,Headquarter
https://www.info-clipper.com/en/company/united-kingdom/hawksford-trustees-jersey-limited.gbd3qntx8.html,90,HAWKSFORD TRUSTEES JERSEY LIMITED,,15 Esplanade,              JE1 1RB,JERSEY,UNITED KINGDOM,UNITED KINGDOM,Headquarter
https://www.info-clipper.com/en/company/italy/bim-distribuzione-srl.itd7bsnht.html,91,BIM DISTRIBUZIONE SRL,,VIA LORENZO MAGALOTTI 15,              00197,ROMA,ITALY,ITALY,Headquarter
https://www.info-clipper.com/en/company/estonia/kodumaja-as.eed9ct6ci.html,92,KODUMAJA AS,,Puidu tn 2,              50411,"Tartu, Tartu",ESTONIA,ESTONIA,Headquarter
https://www.info-clipper.com/en/company/united-states/sterling-jewelers-inc.usd10xaf4.html,93,"STERLING JEWELERS, INC.",SIGNET JEWELERS,375 GHENT RD,              443334600,FAIRLAWN,Ohio(OH),UNITED STATES,Headquarter
https://www.info-clipper.com/en/company/united-kingdom/bonas-company-limited.gbd3h1s68.html,94,BONAS & COMPANY LIMITED,,Thavies Inn House 3-4 Holborn Circus,              EC1N 2PL,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
https://www.info-clipper.com/en/company/italy/gbi-spa.itd5lq7ft.html,95,GBI SPA,,VIA CONSIGLIO D'EUROPA 90,              34074,MONFALCONE,ITALY,ITALY,Headquarter
https://www.info-clipper.com/en/company/estonia/iizi-kindlustusmaakler-as.eed5ycjcj.html,96,IIZI KINDLUSTUSMAAKLER AS,,Telliskivi tn 60/2,              10412,Tallinn,ESTONIA,ESTONIA,Headquarter
https://www.info-clipper.com/en/company/united-states/diamonds-direct-usa-inc.usdfxngar.html,97,DIAMONDS DIRECT USA INC.,,4521 SHARON RD STE 101,              282113445,CHARLOTTE,North Carolina(NC),UNITED STATES,Headquarter
https://www.info-clipper.com/en/company/united-kingdom/university-of-liverpool.gbd3s4o3g.html,98,UNIVERSITY OF LIVERPOOL,,CROWN STREET,              L69 7ZD,LIVERPOOL,UNITED KINGDOM,UNITED KINGDOM,Headquarter
https://www.info-clipper.com/en/company/italy/mercury-1-srl.itd7a8ys0.html,99,MERCURY 1 SRL,,VIALE GIUSEPPE MAZZINI 4,              00195,ROMA,ITALY,ITALY,Single address
https://www.info-clipper.com/en/company/estonia/marsh-kindlustusmaakler-as.eedaphxhc.html,100,MARSH KINDLUSTUSMAAKLER AS,,Tartu mnt 18,              10145,Tallinn,ESTONIA,ESTONIA,Single address
https://www.info-clipper.com/en/company/united-states/bioplan-usa-inc.usda2yqay.html,101,"BIOPLAN USA, INC.",,1740 BROADWAY STE 14A,              100194646,NEW YORK,New York(NY),UNITED STATES,Headquarter
https://www.info-clipper.com/en/company/united-kingdom/lidl-great-britain-limited.gbd5rkolo.html,102,LIDL GREAT BRITAIN LIMITED,LIDL,LIDL HOUSE 14 KINGSTON ROAD,              KT5 9NU,SURBITON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
https://www.info-clipper.com/en/company/italy/sunwin-energy-srl.itd7a8fwp.html,103,SUNWIN ENERGY SRL,,VIALE AMEDEO DUCA D\'AOSTA 51,              39100,BOLZANO,ITALY,ITALY,Single address
https://www.info-clipper.com/en/company/estonia/kroonpress-as.eed952xci.html,104,KROONPRESS AS,,Tahe tn 133,              50107,"Tartu, Tartu",ESTONIA,ESTONIA,Single address
https://www.info-clipper.com/en/company/united-states/american-residential-services-llc.usd15zqqk.html,105,"AMERICAN RESIDENTIAL SERVICES, L.L.C.",,965 RIDGE LAKE BLVD STE 201,              381209401,MEMPHIS,Tennessee(TN),UNITED STATES,Headquarter
https://www.info-clipper.com/en/company/united-kingdom/lidl-uk-gmbh.gbd3x4up1.html,106,LIDL U.K. GMBH,Lidl,Roman Road,              TA1 2BD,TAUNTON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
https://www.info-clipper.com/en/company/italy/abb-spa.itd72y6i2.html,107,ABB SPA,POWER SYSTEMS DIVISION,VIA LUCIANO LAMA 33,              20099,SESTO SAN GIOVANNI,ITALY,ITALY,Headquarter
https://www.info-clipper.com/en/company/estonia/maksekeskus-holding-ou.eed8d5c96.html,108,MAKSEKESKUS HOLDING OU,,Niine tn 11,              10414,Tallinn,ESTONIA,ESTONIA,Headquarter
https://www.info-clipper.com/en/company/united-states/amarr-company.usdet99o.html,109,AMARR COMPANY,,165 CARRIAGE CT,              271051326,WINSTON SALEM,North Carolina(NC),UNITED STATES,Headquarter
https://www.info-clipper.com/en/company/united-kingdom/lidl-northern-ireland-limited.gbd3ovm3r.html,110,LIDL NORTHERN IRELAND LIMITED,LIDL,Dundrod Road,              BT29 4SR,BELFAST,UNITED KINGDOM,UNITED KINGDOM,Headquarter
https://www.info-clipper.com/en/company/italy/green-power-systems-srl.itd78rwla.html,111,GREEN POWER SYSTEMS SRL,,LOCALITA' MAIANO,              61028,"SASSOCORVARO AUDITORE (CAPRAZZINO, (EX SASSOCORVARO) )",ITALY,ITALY,Headquarter
https://www.info-clipper.com/en/company/estonia/maksekeskus-as.eed8d5d1q.html,112,MAKSEKESKUS AS,,Niine tn 11,              10414,Tallinn,ESTONIA,ESTONIA,Single address
https://www.info-clipper.com/en/company/united-states/box-inc.usd2hc22.html,113,"BOX, INC.",,900 JEFFERSON AVE,              940631837,REDWOOD CITY,California(CA),UNITED STATES,Headquarter
https://www.info-clipper.com/en/company/united-kingdom/bnp-paribas.gbd3ujdfa.html,114,BNP PARIBAS,,10 Harewood Avenue,              NW1 6AA,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
https://www.info-clipper.com/en/company/italy/hcl-technologies-italy-spa.itd774b97.html,115,HCL TECHNOLOGIES ITALY SPA,,VIA LUIGI CADORNA 73,              20055,VIMODRONE,ITALY,ITALY,Headquarter
https://www.info-clipper.com/en/company/estonia/electroair-ou.eed9cnfty.html,116,ELECTROAIR OU,,"Kapteni tee 1, Soodevahe kula",              75322,Rae vald,ESTONIA,ESTONIA,Headquarter
https://www.info-clipper.com/en/company/united-states/chevron-usa-inc.usd5fwwf.html,117,CHEVRON U.S.A. INC.,CHEVRON,6001 BOLLINGER CANYON RD # D1248,              945835737,SAN RAMON,California(CA),UNITED STATES,Headquarter
https://www.info-clipper.com/en/company/united-kingdom/bnp-paribas-net-limited.gbd3r7bnf.html,118,BNP PARIBAS NET LIMITED,,10 Harewood Avenue,              NW1 6AA,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
https://www.info-clipper.com/en/company/italy/ori-martin-acciaieria-e-ferriera-di-brescia-spa.itd78hix4.html,119,O.R.I. MARTIN ACCIAIERIA E FERRIERA DI BRESCIA SPA,,VIA COSIMO CANOVETTI 13,              25128,BRESCIA,ITALY,ITALY,Headquarter
https://www.info-clipper.com/en/company/estonia/mediabrands-digital-ou.eed9cnnl3.html,120,MEDIABRANDS DIGITAL OU,,Tehnika tn 55,              10136,Tallinn,ESTONIA,ESTONIA,Headquarter
https://www.info-clipper.com/en/company/united-states/chevron-energy-technology-company.usdd33zi0.html,121,CHEVRON ENERGY TECHNOLOGY COMPANY,CHEVRON,100 CHEVRON WAY,              948012016,RICHMOND,California(CA),UNITED STATES,Headquarter
https://www.info-clipper.com/en/company/united-kingdom/bnp-paribas-trust-corporation-uk-limited.gbd3n7zzo.html,122,BNP PARIBAS TRUST CORPORATION UK LIMITED,BNP PARIBAS,10 HAREWOOD AVENUE,              NW1 6AA,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
https://www.info-clipper.com/en/company/italy/ori-martin-holding-srl.itd7be3bo.html,123,O.R.I. MARTIN HOLDING SRL,,VIA COSIMO CANOVETTI 13,              25128,BRESCIA,ITALY,ITALY,Headquarter
https://www.info-clipper.com/en/company/estonia/tallinna-linnatransport-as.eedao5po0.html,124,TALLINNA LINNATRANSPORT AS,,Kadaka tee 62a,              12618,Tallinn,ESTONIA,ESTONIA,Single address
