,USA,UK,Italy,Estony
17,https://www.info-clipper.com/en/company/united-states/gannett-media-corp.usd1bjagp.html,https://www.info-clipper.com/en/company/united-kingdom/sse-contracting-group-limited.gbd8copll.html,https://www.info-clipper.com/en/company/italy/prenatal-spa.itd72tseq.html,https://www.info-clipper.com/en/company/estonia/top-connect-ou.eed8unvvo.html
18,https://www.info-clipper.com/en/company/united-states/hartford-financial-services-group-inc-the.usdd0lzd1.html,https://www.info-clipper.com/en/company/united-kingdom/sse-renewables-limited.gbd3m6s61.html,https://www.info-clipper.com/en/company/italy/segretariato-generale-della-presidenza-della-repubblica.itdau24gz.html,https://www.info-clipper.com/en/company/estonia/pontos-baltic-as.eedanofin.html
19,https://www.info-clipper.com/en/company/united-states/lns-america-inc.usd1x76ih.html,https://www.info-clipper.com/en/company/united-kingdom/wec-lines-uk-limited.gbd3q003e.html,https://www.info-clipper.com/en/company/italy/prelios-societa-di-gestione-del-risparmio-spa.itd7ctfz9.html,https://www.info-clipper.com/en/company/estonia/sandmani-grupi-as.eed898jkc.html
20,https://www.info-clipper.com/en/company/united-states/johns-hopkins-health-system-corporation-the.usd2khndd.html,https://www.info-clipper.com/en/company/united-kingdom/hartree-partners-power-gas-company-limited.gbd3opjyw.html,https://www.info-clipper.com/en/company/italy/prelios-spa.itd7691h7.html,https://www.info-clipper.com/en/company/estonia/prfoods-as.eed9co32f.html
21,https://www.info-clipper.com/en/company/united-states/cnx-resources-corporation.usdd0kbko.html,https://www.info-clipper.com/en/company/united-kingdom/computershare-trustees-limited.gbd3liwyk.html,https://www.info-clipper.com/en/company/italy/buti-holding-srl.itd7b8wkp.html,https://www.info-clipper.com/en/company/estonia/schneider-electric-eesti-as.eedao7t44.html
22,https://www.info-clipper.com/en/company/united-states/one-rock-capital-partners-llc.usddqgwx3.html,https://www.info-clipper.com/en/company/united-kingdom/hawksford-trustees-jersey-limited.gbd3qntx8.html,https://www.info-clipper.com/en/company/italy/bim-distribuzione-srl.itd7bsnht.html,https://www.info-clipper.com/en/company/estonia/kodumaja-as.eed9ct6ci.html
23,https://www.info-clipper.com/en/company/united-states/sterling-jewelers-inc.usd10xaf4.html,https://www.info-clipper.com/en/company/united-kingdom/bonas-company-limited.gbd3h1s68.html,https://www.info-clipper.com/en/company/italy/gbi-spa.itd5lq7ft.html,https://www.info-clipper.com/en/company/estonia/iizi-kindlustusmaakler-as.eed5ycjcj.html
24,https://www.info-clipper.com/en/company/united-states/diamonds-direct-usa-inc.usdfxngar.html,https://www.info-clipper.com/en/company/united-kingdom/university-of-liverpool.gbd3s4o3g.html,https://www.info-clipper.com/en/company/italy/mercury-1-srl.itd7a8ys0.html,https://www.info-clipper.com/en/company/estonia/marsh-kindlustusmaakler-as.eedaphxhc.html
25,https://www.info-clipper.com/en/company/united-states/bioplan-usa-inc.usda2yqay.html,https://www.info-clipper.com/en/company/united-kingdom/lidl-great-britain-limited.gbd5rkolo.html,https://www.info-clipper.com/en/company/italy/sunwin-energy-srl.itd7a8fwp.html,https://www.info-clipper.com/en/company/estonia/kroonpress-as.eed952xci.html
26,https://www.info-clipper.com/en/company/united-states/american-residential-services-llc.usd15zqqk.html,https://www.info-clipper.com/en/company/united-kingdom/lidl-uk-gmbh.gbd3x4up1.html,https://www.info-clipper.com/en/company/italy/abb-spa.itd72y6i2.html,https://www.info-clipper.com/en/company/estonia/maksekeskus-holding-ou.eed8d5c96.html
27,https://www.info-clipper.com/en/company/united-states/amarr-company.usdet99o.html,https://www.info-clipper.com/en/company/united-kingdom/lidl-northern-ireland-limited.gbd3ovm3r.html,https://www.info-clipper.com/en/company/italy/green-power-systems-srl.itd78rwla.html,https://www.info-clipper.com/en/company/estonia/maksekeskus-as.eed8d5d1q.html
28,https://www.info-clipper.com/en/company/united-states/box-inc.usd2hc22.html,https://www.info-clipper.com/en/company/united-kingdom/bnp-paribas.gbd3ujdfa.html,https://www.info-clipper.com/en/company/italy/hcl-technologies-italy-spa.itd774b97.html,https://www.info-clipper.com/en/company/estonia/electroair-ou.eed9cnfty.html
29,https://www.info-clipper.com/en/company/united-states/chevron-usa-inc.usd5fwwf.html,https://www.info-clipper.com/en/company/united-kingdom/bnp-paribas-net-limited.gbd3r7bnf.html,https://www.info-clipper.com/en/company/italy/ori-martin-acciaieria-e-ferriera-di-brescia-spa.itd78hix4.html,https://www.info-clipper.com/en/company/estonia/mediabrands-digital-ou.eed9cnnl3.html
30,https://www.info-clipper.com/en/company/united-states/chevron-energy-technology-company.usdd33zi0.html,https://www.info-clipper.com/en/company/united-kingdom/bnp-paribas-trust-corporation-uk-limited.gbd3n7zzo.html,https://www.info-clipper.com/en/company/italy/ori-martin-holding-srl.itd7be3bo.html,https://www.info-clipper.com/en/company/estonia/tallinna-linnatransport-as.eedao5po0.html
31,https://www.info-clipper.com/en/company/united-states/american-paper-twine-company.usd2euyo.html,https://www.info-clipper.com/en/company/united-kingdom/bnp-paribas-real-estate-advisory-property-management-uk-limited.gbd3nxalq.html,https://www.info-clipper.com/en/company/italy/assiteca-spa-internazionale-di-brokeraggio-assicurativo.itd7bx8nj.html,https://www.info-clipper.com/en/company/estonia/admiral-markets-as.eed631ggi.html
32,https://www.info-clipper.com/en/company/united-states/511-inc.usd28vais.html,https://www.info-clipper.com/en/company/united-kingdom/jc-bamford-excavators-limited.gbd3ly249.html,https://www.info-clipper.com/en/company/italy/morellato-spa.itd799lb0.html,https://www.info-clipper.com/en/company/estonia/admirals-group-as.eed9cok8z.html
33,https://www.info-clipper.com/en/company/united-states/speciate-ai-llc.usd1calt3.html,https://www.info-clipper.com/en/company/united-kingdom/javelin-global-commodities-ltd.gbd3nfc1v.html,https://www.info-clipper.com/en/company/italy/aviapartner-italia-srl.itd5ljlgy.html,https://www.info-clipper.com/en/company/estonia/fibenol-ou.eed8vci35.html
34,https://www.info-clipper.com/en/company/united-states/avanade-international-corporation.usdde2l5l.html,https://www.info-clipper.com/en/company/united-kingdom/index-fund-advisors-ltd.gbdc7jtbz.html,https://www.info-clipper.com/en/company/italy/aviapartner-spa.itd8i13ok.html,https://www.info-clipper.com/en/company/estonia/combiwood-ou.eed5yfe4x.html
35,https://www.info-clipper.com/en/company/united-states/ge-energy-parts-inc.usdn2jpv.html,https://www.info-clipper.com/en/company/united-kingdom/evelyn-partners-group-limited.gbd3msypd.html,https://www.info-clipper.com/en/company/italy/aviapartner-handling-spa.itd7d2bb5.html,https://www.info-clipper.com/en/company/estonia/electroair-group-as.eed8vd82a.html
36,https://www.info-clipper.com/en/company/united-states/esl-gaming-america-inc.usd1biz31.html,https://www.info-clipper.com/en/company/united-kingdom/isg-limited.gbd3nz4be.html,https://www.info-clipper.com/en/company/italy/sitael-spa.itd696xw4.html,https://www.info-clipper.com/en/company/estonia/electroair-technologies-ou.eed87yeyt.html
37,https://www.info-clipper.com/en/company/united-states/infostretch-corporation.usd2hbwhv.html,https://www.info-clipper.com/en/company/united-kingdom/isg-uk-limited.gbdc7ketm.html,https://www.info-clipper.com/en/company/italy/nippon-express-italia-spa.itd736s7h.html,https://www.info-clipper.com/en/company/estonia/ideal-group-as.eed952x3d.html
38,https://www.info-clipper.com/en/company/united-states/lhcg-li-llc.usd1bn78t.html,https://www.info-clipper.com/en/company/united-kingdom/centurion-portfolio-managers-limited.gbd3hmmfs.html,https://www.info-clipper.com/en/company/italy/abraham-industries-srl.itd74jze4.html,https://www.info-clipper.com/en/company/estonia/luminor-pensions-estonia-as.eed9cnupd.html
39,https://www.info-clipper.com/en/company/united-states/ddi-asiapacific-international-ltd.usd1amt8b.html,https://www.info-clipper.com/en/company/united-kingdom/bridgepoint-advisers-group-limited.gbd3y893w.html,https://www.info-clipper.com/en/company/italy/caire-medical-italy-srl.itd74vz2s.html,https://www.info-clipper.com/en/company/estonia/digital-ledger-ou.eed8vczbw.html
40,https://www.info-clipper.com/en/company/united-states/memphis-opco-llc.usddnf9q9.html,https://www.info-clipper.com/en/company/united-kingdom/bridgepoint-advisers-holdings.gbd4vtrbw.html,https://www.info-clipper.com/en/company/italy/angelini-wines-estates.itd5m834u.html,https://www.info-clipper.com/en/company/estonia/valmet-technologies-ou.eedaphsfc.html
41,https://www.info-clipper.com/en/company/united-states/international-sourcing-company-inc.usdefrt4i.html,https://www.info-clipper.com/en/company/united-kingdom/j-resources-gold-limited.gbd4vnngx.html,https://www.info-clipper.com/en/company/italy/friulsider-spa.itd78w8gd.html,https://www.info-clipper.com/en/company/estonia/estonia-capital-ou.eed8unv6x.html
42,https://www.info-clipper.com/en/company/united-states/bridgestone-americas-inc.usd1of1y2.html,https://www.info-clipper.com/en/company/united-kingdom/the-brand-group-limited.gbd8bkuqr.html,https://www.info-clipper.com/en/company/italy/mandrione-solar-srl.itd7ab1ez.html,https://www.info-clipper.com/en/company/estonia/bolt-services-ee-ou.eed604g4u.html
43,https://www.info-clipper.com/en/company/united-states/cytec-carbon-fibers-llc.usdd2q73m.html,https://www.info-clipper.com/en/company/united-kingdom/wmh-holdings-limited.gbd3msm4c.html,https://www.info-clipper.com/en/company/italy/ima-industria-macchine-automatiche-spa.itd72ym6j.html,https://www.info-clipper.com/en/company/estonia/bolt-holdings-ou.eed8mq3np.html
44,https://www.info-clipper.com/en/company/united-states/evite-inc.usdah66i.html,https://www.info-clipper.com/en/company/united-kingdom/enermech-limited.gbd3hopmn.html,https://www.info-clipper.com/en/company/italy/gampack-srl.itd9bgvq2.html,https://www.info-clipper.com/en/company/estonia/scanfil-ou.eedao7ssu.html
45,https://www.info-clipper.com/en/company/united-states/tradeshift-inc.usd1anvrt.html,https://www.info-clipper.com/en/company/united-kingdom/classic-fine-foods-uk-limited.gbd3h3rwy.html,https://www.info-clipper.com/en/company/italy/allied-international-srl.itdaud2pp.html,https://www.info-clipper.com/en/company/estonia/ringcentral-estonia-ou.eed8vd5ma.html
46,https://www.info-clipper.com/en/company/united-states/john-brown-us-llc.usd1bqpfc.html,https://www.info-clipper.com/en/company/united-kingdom/unilever-innovations-limited.gbd3h4wvg.html,https://www.info-clipper.com/en/company/italy/atom-spa.itd7383tw.html,https://www.info-clipper.com/en/company/estonia/swedbank-as.eedanz7y5.html
47,https://www.info-clipper.com/en/company/united-states/neato-robotics-inc.usd9cnnp.html,https://www.info-clipper.com/en/company/united-kingdom/pai-uk-general-partner-limited.gbd3n4i01.html,https://www.info-clipper.com/en/company/italy/grape-hospitality-italian-propco-srl.itd78cvlo.html,https://www.info-clipper.com/en/company/estonia/swedbank-life-insurance-se.eed8fepz2.html
48,https://www.info-clipper.com/en/company/united-states/red-lobster-sourcing-llc.usd1bo54c.html,https://www.info-clipper.com/en/company/united-kingdom/dtcc-solutions-limited.gbd3mwt8t.html,https://www.info-clipper.com/en/company/italy/mitsubishi-chemical-advanced-materials-srl.itd73iii7.html,https://www.info-clipper.com/en/company/estonia/swedbank-pc-insurance-as.eed9cncgr.html
49,https://www.info-clipper.com/en/company/united-states/university-of-wisconsin-stevens-point-foundation-inc.usd18incp.html,https://www.info-clipper.com/en/company/united-kingdom/ineos-industries-holdings-limited.gbd3i1rti.html,https://www.info-clipper.com/en/company/italy/disaronno-ingredients-spa.itd5lu0dq.html,https://www.info-clipper.com/en/company/estonia/lhv-kindlustus-as.eed8vdsjc.html
50,https://www.info-clipper.com/en/company/united-states/pros-inc.usd1arip8.html,https://www.info-clipper.com/en/company/united-kingdom/hadley-industries-holdings-limited.gbd3hp1ep.html,https://www.info-clipper.com/en/company/italy/nolinski-venezia-srl.itd7b9ksm.html,https://www.info-clipper.com/en/company/estonia/tavrida-electric-export-as.eed9xonbn.html
51,https://www.info-clipper.com/en/company/united-states/kaiser-foundation-hospitals.usdvl3nv.html,https://www.info-clipper.com/en/company/united-kingdom/the-foundry-visionmongers-ltd.gbdc4tf45.html,https://www.info-clipper.com/en/company/italy/stef-italia-spa.itd73k1nx.html,https://www.info-clipper.com/en/company/estonia/smartswap-ou.eed6nme09.html
52,https://www.info-clipper.com/en/company/united-states/sonesta-international-hotels-corporation.usd15phe.html,https://www.info-clipper.com/en/company/united-kingdom/severn-glocon-group-limited.gbd6k6bws.html,https://www.info-clipper.com/en/company/italy/dalmata-spa.itd77hhiw.html,https://www.info-clipper.com/en/company/estonia/maxima-eesti-ou.eed8i9fqk.html
53,https://www.info-clipper.com/en/company/united-states/bansk-group-llc.usd1ye158.html,https://www.info-clipper.com/en/company/united-kingdom/severn-glocon-ltd.gbd3kzjtj.html,https://www.info-clipper.com/en/company/italy/fassa-srl.itd78btw5.html,https://www.info-clipper.com/en/company/estonia/finvault-exchange-ou.eed6nme0w.html
54,https://www.info-clipper.com/en/company/united-states/barnes-noble-inc.usd335zi4.html,https://www.info-clipper.com/en/company/united-kingdom/multos-limited.gbd3hpqwl.html,https://www.info-clipper.com/en/company/italy/adenes-italia-srl.itd7b320z.html,https://www.info-clipper.com/en/company/estonia/lhv-pank-as.eed95013g.html
55,https://www.info-clipper.com/en/company/united-states/icon-de-holdings-llc.usd1b8ryl.html,https://www.info-clipper.com/en/company/united-kingdom/thales-dis-uk-limited.gbd3lg617.html,https://www.info-clipper.com/en/company/italy/octo-telematics-spa.itd7eow9v.html,https://www.info-clipper.com/en/company/estonia/green-it-ou.eed9cmioo.html
56,https://www.info-clipper.com/en/company/united-states/solbern-inc.usd1xui0y.html,https://www.info-clipper.com/en/company/united-kingdom/apec-limited.gbd3hoavk.html,https://www.info-clipper.com/en/company/italy/fastenal-europe-srl.itd74a1uo.html,https://www.info-clipper.com/en/company/estonia/green-window-ou.eed96jx4b.html
57,https://www.info-clipper.com/en/company/united-states/empower-annuity-insurance-company-of-america.usd395w9i.html,https://www.info-clipper.com/en/company/united-kingdom/btn-turbo-charger-service-limited.gbd3ld3co.html,https://www.info-clipper.com/en/company/italy/gaumont-srl.itd7bgv3k.html,https://www.info-clipper.com/en/company/estonia/scan-shipping-ou.eed5yc4c6.html
58,https://www.info-clipper.com/en/company/united-states/empower-retirement-llc.usddpglc2.html,https://www.info-clipper.com/en/company/united-kingdom/telefonica-uk-limited.gbd4shzhv.html,https://www.info-clipper.com/en/company/italy/eurizon-capital-sgr-spa.itd76duam.html,https://www.info-clipper.com/en/company/estonia/ts-shipping-ou.eedapewom.html
59,https://www.info-clipper.com/en/company/united-states/kinly-inc.usd9zcibs.html,https://www.info-clipper.com/en/company/united-kingdom/meridian-hotel-operations-limited.gbd3m8isn.html,https://www.info-clipper.com/en/company/italy/azimut-capital-management-soc-di-gestione-del-risparmio-spa.itd8zws4h.html,https://www.info-clipper.com/en/company/estonia/dsvh-ou.eed5ycmol.html
60,https://www.info-clipper.com/en/company/united-states/regions-investment-management-company.usd32zxwa.html,https://www.info-clipper.com/en/company/united-kingdom/ashurst-llp.gbd3h2ydf.html,https://www.info-clipper.com/en/company/italy/castello-societa-di-gestione-del-risparmio-spa.itd5lfkq3.html,https://www.info-clipper.com/en/company/estonia/smartmatic-cybernetica-centre-of-excellence-for-internet-voting-ou.eed8d69p1.html
61,https://www.info-clipper.com/en/company/united-states/infor-inc.usd1apxiu.html,https://www.info-clipper.com/en/company/united-kingdom/treasury-wine-estates-emea-limited.gbd4xr5em.html,https://www.info-clipper.com/en/company/italy/green-arrow-capital-sgr-spa.itd7cmcfg.html,https://www.info-clipper.com/en/company/estonia/3p-logistics-ou.eed8vd8ii.html
62,https://www.info-clipper.com/en/company/united-states/unity-technologies-sf.usd10chys.html,https://www.info-clipper.com/en/company/united-kingdom/shell-international-trading-and-shipping-company-limited.gbd3h6pxi.html,https://www.info-clipper.com/en/company/italy/synergo-capital-societa-di-gestione-del-risparmio-spa-in-forma-abbreviato-synergo-capital-sgr-spa.itd8zwru5.html,https://www.info-clipper.com/en/company/estonia/ng-investeeringud-ou.eedao65ae.html
63,https://www.info-clipper.com/en/company/united-states/thorlabs-quantum-electronics-inc.usdqz4g0.html,https://www.info-clipper.com/en/company/united-kingdom/shell-plc.gbd70bcmg.html,https://www.info-clipper.com/en/company/italy/softwareone-italia-srl.itd7403c6.html,https://www.info-clipper.com/en/company/estonia/blrt-grupp-as.eedanvim9.html
64,https://www.info-clipper.com/en/company/united-states/hartree-partners-lp.usd9hzuq.html,https://www.info-clipper.com/en/company/united-kingdom/shell-company-of-turkey-limited.gbd4rnexo.html,https://www.info-clipper.com/en/company/italy/cegid-italia-srl.itd8jlxfu.html,https://www.info-clipper.com/en/company/estonia/ekspress-grupp-as.eed62knnt.html
65,https://www.info-clipper.com/en/company/united-states/hartree-metallia-llc.usd1y4yra.html,https://www.info-clipper.com/en/company/united-kingdom/magnet-limited.gbd5q65ve.html,https://www.info-clipper.com/en/company/italy/aprochim-srl.itd73iwy7.html,https://www.info-clipper.com/en/company/estonia/24-holding-ou.eed9cn4d7.html
66,https://www.info-clipper.com/en/company/united-states/stratum-technology-management-llc.usd1bry90.html,https://www.info-clipper.com/en/company/united-kingdom/mc-fashion-ltd.gbd3qkm86.html,https://www.info-clipper.com/en/company/italy/leoch-italia-srl.itd79uqoe.html,https://www.info-clipper.com/en/company/estonia/hepsor-as.eed9cpbm4.html
67,https://www.info-clipper.com/en/company/united-states/world-bank-group-the.usddrft3z.html,https://www.info-clipper.com/en/company/united-kingdom/bnp-paribas-uk-limited.gbd3rckjh.html,https://www.info-clipper.com/en/company/italy/vorwerk-italia-sas-di-vorwerk-management-srl.itd72tsyv.html,https://www.info-clipper.com/en/company/estonia/ts-laevad-ou.eed8d69kb.html
68,https://www.info-clipper.com/en/company/united-states/avalara-inc.usd32ptbt.html,https://www.info-clipper.com/en/company/united-kingdom/intercontinental-hotels-group-services-company.gbd3i6rwm.html,https://www.info-clipper.com/en/company/italy/energia-pulita-srl.itd5lv4qj.html,https://www.info-clipper.com/en/company/estonia/nord-connect-ou.eed8d5srr.html
69,https://www.info-clipper.com/en/company/united-states/fortra-llc.usd2uj23b.html,https://www.info-clipper.com/en/company/united-kingdom/hj-heinz-foods-uk-limited.gbd3m860f.html,https://www.info-clipper.com/en/company/italy/mosaico-spa.itd5lima7.html,https://www.info-clipper.com/en/company/estonia/me-group-baltic-ou.eed950110.html
70,https://www.info-clipper.com/en/company/united-states/positronic-industries-inc.usd4fmak.html,https://www.info-clipper.com/en/company/united-kingdom/hj-heinz-company-limited.gbd3m7ulf.html,https://www.info-clipper.com/en/company/italy/yes-ticket-srl.itd79uxk4.html,https://www.info-clipper.com/en/company/estonia/raglor-ou.eedapczvl.html
71,https://www.info-clipper.com/en/company/united-states/rackspace-us-inc.usd1d99c8.html,https://www.info-clipper.com/en/company/united-kingdom/the-encore-group-limited.gbd4sm5kg.html,https://www.info-clipper.com/en/company/italy/repertoire-culinaire-italy-srl.itd796qtf.html,https://www.info-clipper.com/en/company/estonia/segment-invest-ou.eed8vdhz1.html
72,https://www.info-clipper.com/en/company/united-states/rackspace-technology-global-inc.usddposb4.html,https://www.info-clipper.com/en/company/united-kingdom/bp-international-limited.gbd3h1ff0.html,https://www.info-clipper.com/en/company/italy/diemme-filtration-srl.itd5m07uz.html,https://www.info-clipper.com/en/company/estonia/arco-vara-as.eedape0py.html
73,https://www.info-clipper.com/en/company/united-states/hlt-property-acquisition-llc.usd6dbdc.html,https://www.info-clipper.com/en/company/united-kingdom/bp-oil-international-limited.gbd3r7fty.html,https://www.info-clipper.com/en/company/italy/stmicroelectronics-srl.itd783g70.html,https://www.info-clipper.com/en/company/estonia/yerblues-ou.eed604ayo.html
74,https://www.info-clipper.com/en/company/united-states/ingenico-inc.usd209u1k.html,https://www.info-clipper.com/en/company/united-kingdom/bp-chemicals-limited.gbd3h8235.html,https://www.info-clipper.com/en/company/italy/reply-services-srl.itd5li4y7.html,https://www.info-clipper.com/en/company/estonia/ghuni-jatigram-ou.eed5yd01f.html
75,https://www.info-clipper.com/en/company/united-states/e-j-gallo-winery.usd5h6t4.html,https://www.info-clipper.com/en/company/united-kingdom/gulf-oil-international-uk-limited.gbd4vshyv.html,https://www.info-clipper.com/en/company/italy/reply-spa.itd78f7o8.html,https://www.info-clipper.com/en/company/estonia/perforce-software-as.eed9co9yn.html
76,https://www.info-clipper.com/en/company/united-states/justin-vineyards-winery-llc.usd9xzhdl.html,https://www.info-clipper.com/en/company/united-kingdom/fcb-health-london-limited.gbd3h4167.html,https://www.info-clipper.com/en/company/italy/technology-reply-srl.itd797t9v.html,https://www.info-clipper.com/en/company/estonia/heimon-kala-ou.eed8ulosr.html
77,https://www.info-clipper.com/en/company/united-states/vontier-corporation.usd1xx08t.html,https://www.info-clipper.com/en/company/united-kingdom/eurostar-group-limited.gbd3xpmem.html,https://www.info-clipper.com/en/company/italy/arper-spa.itd7bpwml.html,https://www.info-clipper.com/en/company/estonia/kuehne-nagel-as.eed9coopd.html
78,https://www.info-clipper.com/en/company/united-states/briggs-stratton-corporation.usd3mdb7.html,https://www.info-clipper.com/en/company/united-kingdom/eurostar-international-limited.gbd8cmknu.html,https://www.info-clipper.com/en/company/italy/srl-rothos.itd74cjwv.html,https://www.info-clipper.com/en/company/estonia/estateguru-capital-ou.eed6nmak5.html
79,https://www.info-clipper.com/en/company/united-states/hilton-domestic-operating-company-inc.usd1bu5fm.html,https://www.info-clipper.com/en/company/united-kingdom/aas-mid-cap-uk-branch.gbd3qrtn2.html,https://www.info-clipper.com/en/company/italy/rothschild-c-italia-spa.itd7bzt68.html,https://www.info-clipper.com/en/company/estonia/qarson-holding-ou.eed9cptku.html
80,https://www.info-clipper.com/en/company/united-states/bresnan-broadband-holdings-llc.usd259e4w.html,https://www.info-clipper.com/en/company/united-kingdom/premier-foods-wholesale-limited.gbd70i7at.html,https://www.info-clipper.com/en/company/italy/edmond-de-rothschild-societa-di-gestione-del-risparmio-per-azioni.itdaf4dtc.html,https://www.info-clipper.com/en/company/estonia/enefit-solutions-as.eed8unu84.html
