URL,ID,Name,corretto Name,tempo Estrazione Name,Trade Name,corretto Trade Name,tempo estrazione Trade Name,Address Name,corretto Address,tempo estrazione Address,City,corretto City,tempo estrazione City,Postalcode,State,corretto State,tempo estrazione State,Country,corretto Country,tempo estrazione Country,Location type,corretto location type,tempo estrazione Location Type
https://www.info-clipper.com/en/company/italy/la-fortezza-spa.itd79xv9h.html,11,LA FORTEZZA SPA,True,_: 0.001923,,True,0,VIA DELL'ARTIGIANO 21/23,True,_: 0.000832,PIANORO,True,_: 0.008493,              40065,ITALY,True,0,ITALY,True,_: 0.006576,Headquarter,True,_: 0.004497
https://www.info-clipper.com/en/company/estonia/tbb-pank-as.eed94zzu3.html,12,TBB PANK AS,True,_: 0.000823,,True,0,Vana-Viru tn 7,True,_: 0.003626,Tallinn,True,_: 0.009199,              15097,ESTONIA,True,0,ESTONIA,True,_: 0.005485,Headquarter,True,_: 0.006081
https://www.info-clipper.com/en/company/united-states/metro-goldwyn-mayer-studios-inc.usd45urs.html,13,METRO-GOLDWYN-MAYER STUDIOS INC.,True,_: 0.000428,,True,0,245 N BEVERLY DR,True,_: 0.004326,BEVERLY HILLS,True,_: 0.008786,              902105319,California(CA),True,_: 0.007315,UNITED STATES,True,_: 0.001539,Headquarter,True,_: 0.0036
https://www.info-clipper.com/en/company/united-kingdom/gfi-brokers-limited.gbd8ltops.html,14,GFI BROKERS LIMITED,True,_: 0.00091,,True,0,1 Snowden Street,True,_: 0.002812,LONDON,True,_: 0.008026,              EC2A 2DQ,UNITED KINGDOM,True,0,UNITED KINGDOM,True,_: 0.008103,Single address,True,_: 0.0061
https://www.info-clipper.com/en/company/italy/allianz-spa.itd6ere8r.html,15,ALLIANZ SPA,True,_: 0.000462,,True,0,PIAZZA TRE TORRI 3,True,_: 0.005408,MILANO,True,_: 0.00789,              20145,ITALY,True,0,ITALY,True,_: 0.006961,Headquarter,True,_: 0.006321
https://www.info-clipper.com/en/company/estonia/simpes-grupp-ou.eed98p600.html,16,SIMPES GRUPP OU,True,_: 0.001839,,True,0,Veski poik 3,True,_: 0.002498,"Assaku alevik, Rae vald",True,_: 0.004217,              75301,ESTONIA,True,0,ESTONIA,True,_: 0.005548,Headquarter,True,_: 0.006109
https://www.info-clipper.com/en/company/united-states/metro-goldwyn-mayer-pictures-inc.usd2f32cl.html,17,METRO-GOLDWYN-MAYER PICTURES INC.,True,_: 0.001784,,True,0,10900 WILSHIRE BLVD STE 1500,True,_: 0.004713,LOS ANGELES,True,_: 0.00738,              900246529,California(CA),True,_: 0.006567,UNITED STATES,True,_: 0.00114,Headquarter,True,_: 0.000591
https://www.info-clipper.com/en/company/united-kingdom/holmes-products-limited.gbd3wq9el.html,18,HOLMES PRODUCTS (EUROPE) LIMITED,True,_: 0.001565,,True,0,1 Francis Grove,True,_: 0.006095,LONDON,True,_: 0.001201,              SW19 4DT,UNITED KINGDOM,True,0,UNITED KINGDOM,True,_: 0.006165,Headquarter,True,_: 0.005614
https://www.info-clipper.com/en/company/italy/maisons-du-monde-italie-srl.itd7408r7.html,19,MAISONS DU MONDE ITALIE SRL,True,_: 0.002221,,True,0,VIA TIZIANO 32,True,_: 0.006652,MILANO,True,_: 0.008453,              20145,ITALY,True,0,ITALY,True,_: 0.006566,Headquarter,True,_: 0.006911
https://www.info-clipper.com/en/company/estonia/swedbank-support-ou.eedao0q2z.html,20,SWEDBANK SUPPORT OU,True,_: 0.002098,,True,0,Liivalaia tn 8,True,_: 0.006121,Tallinn,True,_: 0.009691,              10118,ESTONIA,True,0,ESTONIA,True,_: 0.007811,Single address,True,_: 0.005572
https://www.info-clipper.com/en/company/united-states/mgm-holdings-ii-inc.usd3a3dtg.html,21,"MGM HOLDINGS II, INC.",True,_: 0.001855,MGM STUDIOS,True,_: 0.006792,245 N BEVERLY DR,True,_: 0.005912,BEVERLY HILLS,True,_: 0.009271,              902105319,California(CA),True,_: 0.007971,UNITED STATES,True,_: 0.002637,Headquarter,True,_: 0.003827
https://www.info-clipper.com/en/company/united-kingdom/parlophone-records-limited.gbd3kp6de.html,22,PARLOPHONE RECORDS LIMITED,True,_: 0.001609,E M I COMPACT DISK (U K),True,_: 0.003015,90 High Holborn,True,_: 0.006862,LONDON,True,_: 0.007471,              WC1V 6XX,UNITED KINGDOM,True,0,UNITED KINGDOM,True,_: 0.000588,Headquarter,True,_: 0.006485
https://www.info-clipper.com/en/company/italy/hermes-italie-spa.itd77bc5u.html,23,HERMES ITALIE SPA,True,_: 0.002134,,True,0,VIA GASTONE PISONI 2,True,_: 0.005997,MILANO,True,_: 0.00782,              20121,ITALY,True,0,ITALY,True,_: 0.00485,Headquarter,True,_: 0.00536
https://www.info-clipper.com/en/company/estonia/astel-garden-group-ou.eedbcyj27.html,24,ASTEL GARDEN GROUP OU,True,_: 0.0022,,True,0,Veski poik 3,True,_: 0.006209,"Assaku alevik, Rae vald",True,_: 0.008865,              75301,ESTONIA,True,0,ESTONIA,True,_: 0.007036,Headquarter,True,_: 0.00398
https://www.info-clipper.com/en/company/united-states/mgm-holdings-inc.usd37hfmo.html,25,"MGM HOLDINGS, INC.",True,_: 0.000564,M G M,True,_: 0.000926,245 N BEVERLY DR,True,_: 0.000553,BEVERLY HILLS,True,_: 0.017763,              902105319,California(CA),True,_: 0.007395,UNITED STATES,True,_: 0.010971,Headquarter,True,_: 0.006243
https://www.info-clipper.com/en/company/united-kingdom/precisely-europe-software-and-data-limited.gbd3qggvf.html,26,PRECISELY EUROPE SOFTWARE AND DATA LIMITED,True,_: 0.000557,,True,0,"3rd Floor The Pinnacle, 20 Tudor Road",True,_: 0.000626,READING,True,_: 0.000466,              RG1 1NH,UNITED KINGDOM,True,0,UNITED KINGDOM,True,_: 0.019943,Headquarter,True,_: 0.000378
https://www.info-clipper.com/en/company/italy/groupama-asset-management-societa-di-gestione-del-risparmio-spa.itd78cfp6.html,27,GROUPAMA ASSET MANAGEMENT SOCIETA' DI GESTIONE DEL RISPARMIO SPA,True,_: 0.000837,,True,0,VIA DI SANTA TERESA 35,True,_: 0.006904,ROMA,True,_: 0.008348,              00198,ITALY,True,0,ITALY,True,_: 0.006868,Headquarter,True,_: 0.00672
https://www.info-clipper.com/en/company/estonia/abc-garden-ou.eed8vdhlz.html,28,ABC GARDEN OU,True,_: 0.001854,,True,0,Variku tee 6-1,True,_: 0.006114,Tallinn,True,_: 0.001663,              11911,ESTONIA,True,0,ESTONIA,True,_: 0.007179,Headquarter,True,_: 0.006171
https://www.info-clipper.com/en/company/united-states/amphenol-pcd-inc.usdddbqjk.html,29,"AMPHENOL PCD, INC.",True,_: 0.001602,,True,0,72 CHERRY HILL DR STE 2,True,_: 0.006879,BEVERLY,True,_: 0.008391,              019151045,Massachusetts(MA),True,_: 0.006454,UNITED STATES,True,_: 0.001506,Headquarter,True,_: 0.003703
https://www.info-clipper.com/en/company/united-kingdom/ice-data-services-europe-limited.gbd4tydww.html,30,ICE DATA SERVICES EUROPE LIMITED,True,_: 0.000439,,True,0,Milton Gate 60 Chiswell Street,True,_: 0.005719,LONDON,True,_: 0.008135,              EC1Y 4SA,UNITED KINGDOM,True,0,UNITED KINGDOM,True,_: 0.00692,Headquarter,True,_: 0.003451
https://www.info-clipper.com/en/company/italy/groupama-asset-management-sa-succursale-italiana.itd7bigs9.html,31,GROUPAMA ASSET MANAGEMENT SA SUCCURSALE ITALIANA,True,_: 0.000565,,True,0,VIA DI SANTA TERESA 35,True,_: 0.005236,ROMA,True,_: 0.008055,              00198,ITALY,True,0,ITALY,True,_: 0.005699,Single address,True,_: 0.005539
https://www.info-clipper.com/en/company/estonia/brandgate-group-ou.eed9crrp0.html,32,BRANDGATE GROUP OU,True,_: 0.001486,,True,0,Erika tn 14,True,_: 0.006046,Tallinn,True,_: 0.006506,              10416,ESTONIA,True,0,ESTONIA,True,_: 0.006926,Headquarter,True,_: 0.00603
https://www.info-clipper.com/en/company/united-states/speedcast-communications-inc.usdffpvt.html,33,"SPEEDCAST COMMUNICATIONS, INC.",True,_: 0.000585,,True,0,4400 S SAM HOUSTON PKWY E,True,_: 0.008082,HOUSTON,True,_: 0.005942,              770485902,Texas(TX),True,_: 0.008044,UNITED STATES,True,_: 0.008919,Headquarter,True,_: 0.005236
https://www.info-clipper.com/en/company/united-kingdom/ohme-operations-uk-limited.gbd3py8l4.html,34,OHME OPERATIONS UK LIMITED,True,_: 0.000769,,True,0,"Seventh Floor Wellington House, 125-130 Strand",True,_: 0.006473,LONDON,True,_: 0.007304,              WC2R 0AP,UNITED KINGDOM,True,0,UNITED KINGDOM,True,_: 0.005685,Single address,True,_: 0.005661
https://www.info-clipper.com/en/company/italy/weg-automation-europe-srl.itd79r8y1.html,35,WEG AUTOMATION EUROPE SRL,True,_: 0.001254,,True,0,VIA GIOSUE' CARDUCCI 24,True,_: 0.002306,GERENZANO,True,_: 0.005154,              21040,ITALY,True,0,ITALY,True,_: 0.0074,Headquarter,True,_: 0.006183
https://www.info-clipper.com/en/company/estonia/aurum-ou.eedao69xw.html,36,AURUM OU,True,_: 0.001309,,True,0,Kullassepa tn 4,True,_: 0.005238,Tallinn,True,_: 0.002801,              10146,ESTONIA,True,0,ESTONIA,True,_: 0.0068,Single address,True,_: 0.003327
https://www.info-clipper.com/en/company/united-states/msb-aerospace-llc.usd1m7f7i.html,37,MSB AEROSPACE LLC,True,_: 0.001731,,True,0,7001 CHATHAM CENTER DRIVE STE 300,True,_: 0.003788,SAVANNAH,True,_: 0.009616,              314051373,Georgia(GA),True,_: 0.002907,UNITED STATES,True,_: 0.004416,Single address,True,_: 0.001912
https://www.info-clipper.com/en/company/united-kingdom/garnet-uk-7-new-limited.gbd3qnj0a.html,38,GARNET UK 7 NEW LIMITED,True,_: 0.001775,,True,0,"2nd Floor Kingsbourne House, 229-231 High Holborn",True,_: 0.002529,LONDON,True,_: 0.004669,              WC1V 7DA,UNITED KINGDOM,True,0,UNITED KINGDOM,True,_: 0.006927,Single address,True,_: 0.004657
https://www.info-clipper.com/en/company/italy/limonta-spa.itd72vicb.html,39,LIMONTA SPA,True,_: 0.002256,,True,0,VIA CESARE BATTISTI 15,True,_: 0.006141,COSTA MASNAGA,True,_: 0.003476,              23845,ITALY,True,0,ITALY,True,_: 0.003599,Headquarter,True,_: 0.003384
https://www.info-clipper.com/en/company/estonia/bolt-technology-ou.eed8d5oj6.html,40,BOLT TECHNOLOGY OU,True,_: 0.002042,,True,0,Vana-Louna tn 15,True,_: 0.004622,Tallinn,True,_: 0.003839,              10134,ESTONIA,True,0,ESTONIA,True,_: 0.007162,Headquarter,True,_: 0.001982
https://www.info-clipper.com/en/company/united-states/apple-inc.usd10543w.html,41,APPLE INC.,True,_: 0.001628,,True,0,1 APPLE PARK WAY,True,_: 0.004384,CUPERTINO,True,_: 0.008728,              950140642,California(CA),True,_: 0.007188,UNITED STATES,True,_: 0.005772,Headquarter,True,_: 0.004076
https://www.info-clipper.com/en/company/united-kingdom/subsea-7-limited.gbd70flwz.html,42,SUBSEA 7 (UK SERVICE COMPANY) LIMITED,True,_: 0.000868,,True,0,40 Brighton Road,True,_: 0.002468,SUTTON,True,_: 0.004572,              SM2 5BN,UNITED KINGDOM,True,0,UNITED KINGDOM,True,_: 0.004444,Headquarter,True,_: 0.001632
https://www.info-clipper.com/en/company/italy/comitalia-compagnia-fiduciaria-srl-in-forma-abbreviato-comitalia-srl.itd74o1p3.html,43,COMITALIA COMPAGNIA FIDUCIARIA SRL IN FORMA ABBREVIATO COMITALIA SRL,True,_: 0.002337,,True,0,CORSO GIUSEPPE GARIBALDI 49,True,_: 0.003259,MILANO,True,_: 0.005202,              20121,ITALY,True,0,ITALY,True,_: 0.006085,Headquarter,True,_: 0.006244
https://www.info-clipper.com/en/company/estonia/game-machine-ou.eed604i0t.html,44,GAME MACHINE OU,True,_: 0.000586,,True,0,Ravala pst 8,True,_: 0.005279,Tallinn,True,_: 0.007455,              10143,ESTONIA,True,0,ESTONIA,True,_: 0.000983,Headquarter,True,_: 0.010192
https://www.info-clipper.com/en/company/united-states/aria-resort-casino-llc.usdbph8k.html,45,"ARIA RESORT & CASINO, LLC",True,_: 0.001914,,True,0,3730 LAS VEGAS BLVD S,True,_: 0.002182,LAS VEGAS,True,_: 0.007939,              891584300,Nevada(NV),True,_: 0.00677,UNITED STATES,True,_: 0.012722,Single address,True,_: 0.005023
https://www.info-clipper.com/en/company/united-kingdom/cgnu-life-assurance-limited.gbd3h3iz6.html,46,CGNU LIFE ASSURANCE LIMITED,True,_: 0.001818,Aviva,True,_: 0.002029,2 Rougier Street,True,_: 0.006461,YORK,True,_: 0.007953,              YO90 1UU,UNITED KINGDOM,True,0,UNITED KINGDOM,True,_: 0.000662,Headquarter,True,_: 0.00607
https://www.info-clipper.com/en/company/italy/hearst-magazines-italia-spa.itd79q0ji.html,47,HEARST MAGAZINES ITALIA SPA,True,_: 0.001365,,True,0,VIA ROBERTO BRACCO 6,True,_: 0.003383,MILANO,True,_: 0.00762,              20159,ITALY,True,0,ITALY,True,_: 0.007013,Headquarter,True,_: 0.002048
https://www.info-clipper.com/en/company/estonia/milworks-ou.eed604b6u.html,48,MILWORKS OU,True,_: 0.001137,,True,0,Sarruse tn 3,True,_: 0.006223,Tallinn,True,_: 0.008271,              13816,ESTONIA,True,0,ESTONIA,True,_: 0.007021,Single address,True,_: 0.006315
https://www.info-clipper.com/en/company/united-states/take-two-interactive-software-inc.usddpyy07.html,49,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",True,_: 0.000663,TAKE-TWO,True,_: 0.00563,110 W 44TH ST,True,_: 0.005367,NEW YORK,True,_: 0.006853,              100364011,New York(NY),True,_: 0.009044,UNITED STATES,True,_: 0.011469,Headquarter,True,_: 0.006628
https://www.info-clipper.com/en/company/united-kingdom/aviva-international-holdings-limited.gbd6klfvb.html,50,AVIVA INTERNATIONAL HOLDINGS LIMITED,True,_: 0.000464,Aviva,True,_: 0.007009,St Helens 1 Undershaft,True,_: 0.00499,LONDON,True,_: 0.007821,              EC3P 3DQ,UNITED KINGDOM,True,0,UNITED KINGDOM,True,_: 0.000586,Headquarter,True,_: 0.014775
https://www.info-clipper.com/en/company/italy/lafeltrinelli-internet-bookshop-srl.itd5lhlbs.html,51,LAFELTRINELLI INTERNET BOOKSHOP SRL,True,_: 0.001296,,True,0,VIA TUCIDIDE 56,True,_: 0.005032,MILANO,True,_: 0.007097,              20134,ITALY,True,0,ITALY,True,_: 0.00693,Headquarter,True,_: 0.006173
https://www.info-clipper.com/en/company/estonia/bolt-operations-ou.eed8vcqq5.html,52,BOLT OPERATIONS OU,True,_: 0.001756,,True,0,Vana-Louna tn 15,True,_: 0.005547,Tallinn,True,_: 0.00629,              10134,ESTONIA,True,0,ESTONIA,True,_: 0.006791,Headquarter,True,_: 0.007206
https://www.info-clipper.com/en/company/united-states/ril-usa-inc.usddqp4nj.html,53,RIL USA INC.,True,_: 0.001931,,True,0,2050 W SAM HOUSTON PKWY S STE 1400,True,_: 0.002447,HOUSTON,True,_: 0.009245,              770423673,Texas(TX),True,_: 0.007252,UNITED STATES,True,_: 0.00388,Single address,True,_: 0.004505
https://www.info-clipper.com/en/company/united-kingdom/leonis-productions-limited.gbd3qhdaq.html,54,LEONIS PRODUCTIONS LIMITED,True,_: 0.00109,,True,0,10 Orange Street,True,_: 0.005891,LONDON,True,_: 0.008214,              WC2H 7DQ,UNITED KINGDOM,True,0,UNITED KINGDOM,True,_: 0.008502,Single address,True,_: 0.000631
https://www.info-clipper.com/en/company/italy/caseifici-granterre-spa.itd77i39a.html,55,CASEIFICI GRANTERRE SPA,True,_: 0.001054,,True,0,VIA POLONIA 30/33,True,_: 0.006096,MODENA,True,_: 0.009797,              41122,ITALY,True,0,ITALY,True,_: 0.006432,Headquarter,True,_: 0.006131
https://www.info-clipper.com/en/company/estonia/b-bus-ou.eed8vcsxg.html,56,B-BUS OU,True,_: 0.00254,,True,0,Narva mnt 5,True,_: 0.00067,Tallinn,True,_: 0.014791,              10117,ESTONIA,True,0,ESTONIA,True,_: 0.000773,Single address,True,_: 0.000586
https://www.info-clipper.com/en/company/united-states/novelis-inc.usdfxhz03.html,57,NOVELIS INC.,True,_: 0.002105,,True,0,3560 LENOX RD STE 2000,True,_: 0.000602,ATLANTA,True,_: 0.006427,              303264271,Georgia(GA),True,_: 0.001139,UNITED STATES,True,_: 0.000598,Headquarter,True,_: 0.000571
https://www.info-clipper.com/en/company/united-kingdom/rubies-masquerade-company-limited.gbd3vyxt5.html,58,RUBIE'S MASQUERADE COMPANY (UK) LIMITED,True,_: 0.002274,,True,0,Universal House Pennywell Road,True,_: 0.005006,BRISTOL,True,_: 0.001027,              BS5 0ER,UNITED KINGDOM,True,0,UNITED KINGDOM,True,_: 0.00238,Headquarter,True,_: 0.006209
https://www.info-clipper.com/en/company/italy/cohotel-srl.itd7byuk1.html,59,COHOTEL SRL,True,_: 0.001721,,True,0,VIA PALERMO 67,True,_: 0.006824,ROMA,True,_: 0.007347,              00184,ITALY,True,0,ITALY,True,_: 0.000636,Single address,True,_: 0.002401
https://www.info-clipper.com/en/company/estonia/luminor-bank-as.eed9crwlr.html,60,LUMINOR BANK AS,True,_: 0.000432,,True,0,Liivalaia tn 45,True,_: 0.001903,Tallinn,True,_: 0.008496,              10145,ESTONIA,True,0,ESTONIA,True,_: 0.002371,Headquarter,True,_: 0.005261
https://www.info-clipper.com/en/company/united-states/banana-republic-llc.usd1khnvu.html,61,"BANANA REPUBLIC, LLC",True,_: 0.001654,,True,0,2 FOLSOM ST 2B,True,_: 0.003885,SAN FRANCISCO,True,_: 0.007947,              941051205,California(CA),True,_: 0.007746,UNITED STATES,True,_: 0.007908,Headquarter,True,_: 0.004512
https://www.info-clipper.com/en/company/united-kingdom/heathrow-airport-limited.gbd4wm7c3.html,62,HEATHROW AIRPORT LIMITED,True,_: 0.00109,Heathrow,True,_: 0.000622,"The Compass Centre Nelson Road, London Heathrow Airport",True,_: 0.006799,HOUNSLOW,True,_: 0.003423,              TW6 2GW,UNITED KINGDOM,True,0,UNITED KINGDOM,True,_: 0.006454,Headquarter,True,_: 0.002547
https://www.info-clipper.com/en/company/italy/filmmaster-productions-spa.itd73bo3d.html,63,FILMMASTER PRODUCTIONS SPA,True,_: 0.00195,,True,0,VIA GIOVANNI BETTOLO 6,True,_: 0.003634,ROMA (ST. DOTT. AMERIGO CASAMONTI ),True,_: 0.001125,              00195,ITALY,True,0,ITALY,True,_: 0.002662,Headquarter,True,_: 0.004838
https://www.info-clipper.com/en/company/estonia/tallink-as.eed626xgr.html,64,TALLINK AS,True,_: 0.002063,,True,0,Sadama tn 5,True,_: 0.005795,Tallinn,True,_: 0.008106,              10111,ESTONIA,True,0,ESTONIA,True,_: 0.006883,Headquarter,True,_: 0.005468
https://www.info-clipper.com/en/company/united-states/bartec-us-corporation.usdejtnwp.html,65,BARTEC US CORPORATION,True,_: 0.001645,,True,0,650 CENTURY PLAZA DR STE D120,True,_: 0.0004,HOUSTON,True,_: 0.008826,              770736135,Texas(TX),True,_: 0.006641,UNITED STATES,True,_: 0.001528,Single address,True,_: 0.003819
https://www.info-clipper.com/en/company/united-kingdom/heathrow-airport-holdings-limited.gbd5s5hj7.html,66,HEATHROW AIRPORT HOLDINGS LIMITED,True,_: 0.001686,HEATHROW,True,_: 0.004462,"The Compass Centre Nelson Road, London Heathrow Airport",True,_: 0.005178,HOUNSLOW,True,_: 0.008148,              TW6 2GW,UNITED KINGDOM,True,0,UNITED KINGDOM,True,_: 0.007677,Headquarter,True,_: 0.005538
https://www.info-clipper.com/en/company/italy/artsana-spa.itd72uzaw.html,67,ARTSANA SPA,True,_: 0.001278,PRENATAL,True,_: 0.003148,VIA FILOMENA SALDARINI CATELLI 1,True,_: 0.006235,GRANDATE,True,_: 0.007838,              22070,ITALY,True,0,ITALY,True,_: 0.006197,Headquarter,True,_: 0.006047
https://www.info-clipper.com/en/company/estonia/tallink-grupp-as.eedao5lpi.html,68,TALLINK GRUPP AS,True,_: 0.002058,,True,0,Sadama tn 5,True,_: 0.002933,Tallinn,True,_: 0.004557,              10111,ESTONIA,True,0,ESTONIA,True,_: 0.005198,Headquarter,True,_: 0.007199
https://www.info-clipper.com/en/company/united-states/gannett-media-corp.usd1bjagp.html,69,GANNETT MEDIA CORP.,True,_: 0.001711,,True,0,7950 JONES BRANCH DR,True,_: 0.001371,MC LEAN,True,_: 0.008032,              221023265,Virginia(VA),True,_: 0.007218,UNITED STATES,True,_: 0.000984,Headquarter,True,_: 0.004175
https://www.info-clipper.com/en/company/united-kingdom/sse-contracting-group-limited.gbd8copll.html,70,SSE CONTRACTING GROUP LIMITED,True,_: 0.000809,,True,0,55 Vastern Road,True,_: 0.006303,READING,True,_: 0.005714,              RG1 8BU,UNITED KINGDOM,True,0,UNITED KINGDOM,True,_: 0.006968,Headquarter,True,_: 0.005786
https://www.info-clipper.com/en/company/italy/prenatal-spa.itd72tseq.html,71,PRENATAL SPA,True,_: 0.001678,,True,0,VIA AGOSTINO BERTANI 6,True,_: 0.005051,MILANO,True,_: 0.007852,              20154,ITALY,True,0,ITALY,True,_: 0.006938,Headquarter,True,_: 0.000738
https://www.info-clipper.com/en/company/estonia/top-connect-ou.eed8unvvo.html,72,TOP CONNECT OU,True,_: 0.000742,,True,0,Vaike-Paala tn 1,True,_: 0.002752,Tallinn,True,_: 0.008058,              11415,ESTONIA,True,0,ESTONIA,True,_: 0.006354,Headquarter,True,_: 0.006087
https://www.info-clipper.com/en/company/united-states/hartford-financial-services-group-inc-the.usdd0lzd1.html,73,"HARTFORD FINANCIAL SERVICES GROUP, INC., THE",True,_: 0.001168,,True,0,1 HARTFORD PLZ,True,_: 0.006098,HARTFORD,True,_: 0.009014,              061550001,Connecticut(CT),True,_: 0.007843,UNITED STATES,True,_: 0.003727,Headquarter,True,_: 0.005006
https://www.info-clipper.com/en/company/united-kingdom/sse-renewables-limited.gbd3m6s61.html,74,SSE RENEWABLES LIMITED,True,_: 0.000576,,True,0,Inveralmond House 200 Dunkeld Road,True,_: 0.000569,PERTH,True,_: 0.000811,              PH1 3AQ,UNITED KINGDOM,True,0,UNITED KINGDOM,True,_: 0.022715,Headquarter,True,_: 0.005342
https://www.info-clipper.com/en/company/italy/segretariato-generale-della-presidenza-della-repubblica.itdau24gz.html,75,SEGRETARIATO GENERALE DELLA PRESIDENZA DELLA REPUBBLICA,True,_: 0.000472,,True,0,VIA DELLA DATARIA 96,True,_: 0.006081,ROMA,True,_: 0.000666,              00187,ITALY,True,0,ITALY,True,_: 0.000504,Headquarter,True,_: 0.007644
https://www.info-clipper.com/en/company/estonia/pontos-baltic-as.eedanofin.html,76,PONTOS BALTIC AS,True,_: 0.000634,,True,0,Viru valjak 4,True,_: 0.004859,Tallinn,True,_: 0.008684,              10111,ESTONIA,True,0,ESTONIA,True,_: 0.005263,Headquarter,True,_: 0.006418
https://www.info-clipper.com/en/company/united-states/lns-america-inc.usd1x76ih.html,77,"L.N.S. AMERICA, INC.",True,_: 0.001791,,True,0,4621 E TECH DR,True,_: 0.005662,CINCINNATI,True,_: 0.008743,              452451044,Ohio(OH),True,_: 0.006523,UNITED STATES,True,_: 0.001978,Headquarter,True,_: 0.003886
https://www.info-clipper.com/en/company/united-kingdom/wec-lines-uk-limited.gbd3q003e.html,78,W.E.C. LINES UK LIMITED,True,_: 0.002044,,True,0,"Unit 1 Orwell House, Ferry Lane",True,_: 0.004518,FELIXSTOWE,True,_: 0.005689,              IP11 3QL,UNITED KINGDOM,True,0,UNITED KINGDOM,True,_: 0.007535,Single address,True,_: 0.008666
https://www.info-clipper.com/en/company/italy/prelios-societa-di-gestione-del-risparmio-spa.itd7ctfz9.html,79,PRELIOS SOCIETA' DI GESTIONE DEL RISPARMIO SPA,True,_: 0.002656,PRELIOS SGR,True,_: 0.004567,VIA VALTELLINA 15/17,True,_: 0.000887,MILANO,True,_: 0.006442,              20159,ITALY,True,0,ITALY,True,_: 0.00588,Headquarter,True,_: 0.005928
